918569,-0.602165,0.339718333,-0.415031667,-0.460835,0.050565,0.549385
793898,-0.572986667,0.489985,-0.346181667,-0.115568333,0.185101667,0.470956667
660244,-0.558386667,0.315596667,-0.293816667,-0.455563333,0.170628333,0.475563333
674417,-0.539713333,1.19189,-1.588868333,-0.17306,0.006998333,0.045851667
394013,-0.537035,0.648421667,-0.485618333,-0.242751667,0.162731667,0.455038333
836313,-0.526255,0.404923333,-0.311188333,-0.410165,0.15992,0.525318333
3411865,-0.524278333,0.371515,-0.155741667,-0.454525,-0.00522,0.178861667
3153419,-0.509723333,-0.123373333,-0.01403,0.109856667,-0.090526667,0.223973333
91651,-0.503488333,0.194486667,-0.099518333,-0.477331667,0.29353,0.328146667
448152,-0.503271667,0.212428333,-0.262273333,-0.568015,0.277398333,0.27166
12595,-0.49892,0.103908889,-0.08779,-0.257172222,0.182677222,0.334951111
826936,-0.497796667,-0.087236667,-0.327473333,0.002338333,-0.1717,0.148968333
130418,-0.496211667,0.516441667,-0.33013,-0.60264,-0.167318333,0.406135
3347207,-0.49047,-0.033653333,-0.136633333,0.179443333,-0.083298333,0.148785
104548,-0.486866905,0.533607619,-0.286729048,-0.436429286,0.175829286,0.156949524
202033,-0.484583333,0.567595,-0.786211667,0.42194,-0.285296667,0.087136667
689836,-0.484583333,0.567595,-0.786211667,0.42194,-0.285296667,0.087136667
806740,-0.482078333,-0.107368333,-0.005096667,0.050823333,-0.048793333,0.270341667
753617,-0.479462778,0.276658333,-0.195913333,-0.52443,0.005897222,0.414645
476248,-0.479306667,-0.026416667,-0.063756667,0.162511667,-0.072868333,0.217441667
652178,-0.477087083,-0.000165417,-0.15956375,-0.018579583,0.061366667,0.078934167
286518,-0.476711667,0.176483333,-0.02695,0.181081667,-0.228098333,-0.224793333
147316,-0.470865417,0.264376667,-0.020235833,-0.388664167,0.004539167,0.198319583
475334,-0.470500741,0.004678704,-0.109536667,-0.206638333,0.128476296,0.080582593
105462,-0.469568333,0.213584167,-0.385446667,-0.4578525,0.083701667,0.461826667
223683,-0.466186667,-0.196456667,0.040866667,0.050598333,-0.048111667,0.087671667
210143,-0.465355,0.288051667,-0.384316667,0.001193333,-0.50112,0.013455
368578,-0.46486,-0.094521667,-0.049076667,0.168875,-0.052305,0.105603333
21008,-0.464763333,-0.08737,-0.138113333,0.156355,-0.14218,0.186363333
726942,-0.46471,0.52521,-0.1868275,-0.427578333,0.3161975,0.406325833
299567,-0.463958333,0.18677,-0.102923333,-0.486611667,0.276148333,0.36996
480956,-0.462825,-0.095580833,0.114294167,-0.027469167,-0.1463175,0.147524167
897382,-0.461333667,0.439724667,-0.222137667,-0.458787667,0.249701,0.384404
133420,-0.459833333,0.378420556,-0.190176667,-0.473283889,0.040819444,0.332233333
755745,-0.459471667,0.02725,-0.037813333,0.024591667,-0.26851,-0.120975
79959,-0.457587957,0.556378333,-0.386212366,-0.272774839,0.06111914,0.218776129
221426,-0.456670833,0.0384575,-0.0554925,0.083485,-0.001808333,0.088756667
108340,-0.456303333,-0.070758333,0.15715,-0.058031667,-0.293966667,-0.007301667
2055729,-0.45608,0.062862778,-0.072213333,-0.126447222,0.062002222,-0.009745556
640208,-0.455875299,0.422331218,-0.114822265,-0.514742372,0.247022222,0.306494808
90018,-0.45567,0.524798333,-0.248596667,-0.615388333,-0.046115,0.3671
986695,-0.45393,-0.091248333,-0.178336667,0.08218,-0.154333333,0.196038333
479350,-0.4528875,-0.2309775,0.007366667,0.089795833,-0.113965833,0.15414
222153,-0.447464167,-0.075685833,0.066635,-0.000345,-0.1262975,-0.0182275
757093,-0.446969167,0.656981667,-0.409200833,-0.7017825,0.080991667,0.091438333
298766,-0.445851667,-0.187828333,-0.028178333,0.048325,-0.095221667,0.162895
1036613,-0.442306071,0.360786548,-0.404467381,-0.400883214,0.135549048,0.246007262
897035,-0.440425833,-0.108345,-0.015395,0.117865,-0.076386667,0.169028333
794306,-0.439928333,0.144075,-0.147151667,-0.488901667,0.293755,0.255418333
112204,-0.437796667,0.065848333,0.038686667,0.14681,-0.035896667,0.217608333
807026,-0.437446667,-0.303398333,0.019898333,-0.001476667,-0.064333333,0.091671667
923332,-0.437056667,0.002175,-0.013863333,0.225066667,-0.01962,0.143525833
2640328,-0.4370425,0.427888333,-0.202244167,-0.08348,0.1066225,-0.043344167
40124,-0.435211667,-0.027716667,-0.008208333,0.18230625,-0.017215,0.146565833
158018,-0.434417,0.182945667,-0.014651667,-0.346969667,-0.001368,0.249085667
836737,-0.434075,-0.152151667,0.041518333,0.074833333,-0.048645,0.161066667
402117,-0.433638333,0.542141667,-0.404818333,-0.675113333,0.085538333,0.080576667
484607,-0.433551667,-0.070742083,-0.029682917,0.010455833,-0.081534583,0.120404583
8570,-0.432443636,0.225775,-0.095391061,-0.197019091,0.055590909,0.160390303
497277,-0.431923889,0.259641667,-0.038901111,-0.353307222,0.136911667,0.298432222
3445208,-0.4306,0.175756667,-0.090706667,0.132693333,-0.14281,-0.393968333
561037,-0.430438333,-0.055253333,-0.017831667,0.047048333,-0.03038,0.21055
97491,-0.43000125,0.168557083,-0.106242917,-0.322550833,0.185745,0.338021667
753098,-0.429623333,-0.077601667,-0.075395,0.319298333,-0.183688333,0.16976
668222,-0.425426667,-0.085998333,0.163181667,-0.189865,-0.161003333,-0.152913333
97200,-0.425058333,-0.205786667,-0.00346,0.106748333,-0.170381667,0.298335
9441,-0.424539583,0.176254083,-0.045482917,-0.178312583,0.099725667,0.170523833
159655,-0.423978333,0.056478333,0.23698,-0.057961667,-0.247241667,0.104701667
258567,-0.423766667,0.100981667,-0.234105,0.034191667,-0.090975,0.297323333
1590871,-0.423706603,0.417475641,-0.093712372,-0.249982372,0.130239295,0.136519808
334216,-0.422963333,0.261224333,-0.114889905,-0.350693429,0.153860857,0.183962571
3637248,-0.422920333,0.31991,-0.148915667,-0.454705333,0.315699667,0.327096
281225,-0.4225825,-0.141031667,0.1341175,-0.055021667,-0.128791667,0.066709167
1000302,-0.421976364,0.285298485,-0.214780909,-0.244003636,0.068201818,0.109286515
31765,-0.421210556,-0.024760556,-0.075476667,0.110617778,-0.021377222,0.112131667
165077,-0.421191667,0.1028825,-0.120675,0.022945,-0.145188333,-0.004349167
62823,-0.420662464,-0.041840109,-0.047518949,-0.048209348,-0.045738804,0.053536612
251437,-0.420651667,0.56872,0.059778333,0.232571667,-0.094578333,-0.190271667
